timeVals,jointPos,muscleAct,motorTorque
[0.002],[1.7438],[0.0004 0.0004 0.0004 0.0004 0.0004 0.0004],[15.9968]
[0.004],[1.7445],[0.0006 0.0006 0.0006 0.0006 0.0006 0.0006],[14.6903]
[0.006],[1.7444],[0.0008 0.0008 0.0008 0.0008 0.0008 0.0008],[12.2021]
[0.008],[1.7438],[0.0009 0.0009 0.0009 0.0009 0.0009 0.0009],[9.7784]
[0.01],[1.7427],[0.0009 0.0009 0.0009 0.0009 0.0009 0.0009],[7.4216]
[0.012],[1.7412],[0.001 0.001 0.001 0.001 0.001 0.001],[5.1726]
[0.014],[1.7395],[0.001 0.001 0.001 0.001 0.001 0.001],[3.0665]
[0.016],[1.7377],[0.001 0.001 0.001 0.001 0.001 0.001],[1.1337]
[0.018],[1.7359],[0.001 0.001 0.001 0.001 0.001 0.001],[-0.6011]
[0.02],[1.7341],[0.001 0.001 0.001 0.001 0.001 0.001],[-2.119]
[0.022],[1.7324],[0.001 0.001 0.001 0.001 0.001 0.001],[-4.5397]
[0.024],[1.7311],[0.001 0.001 0.001 0.001 0.001 0.001],[-5.3642]
[0.026],[1.73],[0.001 0.001 0.001 0.001 0.001 0.001],[-5.9524]
[0.028],[1.7292],[0.001 0.001 0.001 0.001 0.001 0.001],[-6.3121]
[0.03],[1.7287],[0.001 0.001 0.001 0.001 0.001 0.001],[-6.456]
[0.032],[1.7286],[0.001 0.001 0.001 0.001 0.001 0.001],[-6.4008]
[0.034],[1.7287],[0.001 0.001 0.001 0.001 0.001 0.001],[-6.1661]
[0.036],[1.7292],[0.001 0.001 0.001 0.001 0.001 0.001],[-5.7743]
[0.038],[1.7299],[0.001 0.001 0.001 0.001 0.001 0.001],[-5.2492]
[0.04],[1.7309],[0.001 0.001 0.001 0.001 0.001 0.001],[-4.616]
[0.042],[1.732],[0.001 0.001 0.001 0.001 0.001 0.001],[-3.8957]
[0.044],[1.7334],[0.001 0.001 0.001 0.001 0.001 0.001],[-3.1159]
[0.046],[1.7349],[0.001 0.001 0.001 0.001 0.001 0.001],[-2.3035]
[0.048],[1.7365],[0.001 0.001 0.001 0.001 0.001 0.001],[-1.4837]
[0.05],[1.7381],[0.001 0.001 0.001 0.001 0.001 0.001],[-0.6781]
[0.052],[1.7398],[0.001 0.001 0.001 0.001 0.001 0.001],[0.0939]
[0.054],[1.7414],[0.001 0.001 0.001 0.001 0.001 0.001],[0.8153]
[0.056],[1.743],[0.001 0.001 0.001 0.001 0.001 0.001],[1.4716]
[0.058],[1.7445],[0.001 0.001 0.001 0.001 0.001 0.001],[2.0511]
[0.06],[1.7458],[0.001 0.001 0.001 0.001 0.001 0.001],[2.545]
[0.062],[1.747],[0.001  0.001  0.001  0.001  0.0017 0.001 ],[3.447]
[0.064],[1.748],[0.001  0.001  0.001  0.001  0.0021 0.001 ],[3.6734]
[0.066],[1.7489],[0.001  0.001  0.001  0.001  0.0024 0.001 ],[3.8012]
[0.068],[1.7495],[0.001  0.001  0.001  0.001  0.0026 0.001 ],[3.8338]
[0.07],[1.7499],[0.001  0.001  0.001  0.001  0.0027 0.001 ],[3.7772]
[0.072],[1.7502],[0.001  0.001  0.001  0.001  0.0027 0.001 ],[3.6389]
[0.074],[1.7503],[0.001  0.001  0.001  0.001  0.0027 0.001 ],[3.428]
[0.076],[1.7502],[0.001  0.001  0.001  0.001  0.0028 0.001 ],[3.1546]
[0.078],[1.7499],[0.001  0.001  0.001  0.001  0.0028 0.001 ],[2.8297]
[0.08],[1.7496],[0.001  0.001  0.001  0.001  0.0028 0.001 ],[2.4646]
[0.082],[1.7491],[0.001  0.001  0.001  0.001  0.0027 0.001 ],[2.0491]
[0.084],[1.7485],[0.001  0.001  0.001  0.001  0.0027 0.001 ],[1.645]
[0.086],[1.7478],[0.001  0.001  0.001  0.001  0.0027 0.001 ],[1.2329]
[0.088],[1.7471],[0.001  0.001  0.001  0.001  0.0026 0.001 ],[0.824]
[0.09],[1.7464],[0.001  0.001  0.001  0.001  0.0026 0.001 ],[0.4275]
[0.092],[1.7457],[0.001  0.001  0.001  0.001  0.0026 0.001 ],[0.052]
[0.094],[1.7449],[0.001  0.001  0.001  0.001  0.0026 0.001 ],[-0.2953]
[0.096],[1.7442],[0.001  0.001  0.001  0.001  0.0025 0.001 ],[-0.6083]
[0.098],[1.7435],[0.001  0.001  0.001  0.001  0.0025 0.001 ],[-0.8823]
[0.1],[1.7429],[0.001  0.001  0.001  0.001  0.0025 0.001 ],[-1.1137]
[0.102],[1.7424],[0.001  0.001  0.001  0.001  0.0024 0.001 ],[-1.5254]
[0.104],[1.7419],[0.001  0.001  0.001  0.001  0.0024 0.001 ],[-1.6269]
