timeVals,jointPos,muscleAct,motorTorque
[0.002],[1.7439],[0.0004 0.0004 0.0004 0.0004 0.0004 0.0004],[16.0018]
[0.004],[1.7445],[0.0006 0.0006 0.0006 0.0006 0.0006 0.0006],[14.6948]
[0.006],[1.7445],[0.0008 0.0008 0.0008 0.0008 0.0008 0.0008],[12.2056]
[0.008],[1.7438],[0.0009 0.0009 0.0009 0.0009 0.0009 0.0009],[9.7808]
[0.01],[1.7427],[0.0009 0.0009 0.0009 0.0009 0.0009 0.0009],[7.4232]
[0.012],[1.7412],[0.001 0.001 0.001 0.001 0.001 0.001],[5.1732]
[0.014],[1.7395],[0.001 0.001 0.001 0.001 0.001 0.001],[3.0664]
[0.016],[1.7377],[0.001 0.001 0.001 0.001 0.001 0.001],[1.1329]
[0.018],[1.7359],[0.001 0.001 0.001 0.001 0.001 0.001],[-0.6025]
[0.02],[1.7341],[0.001 0.001 0.001 0.001 0.001 0.001],[-2.1208]
[0.022],[1.7325],[0.001 0.001 0.001 0.001 0.001 0.001],[-4.5423]
[0.024],[1.7311],[0.001 0.001 0.001 0.001 0.001 0.001],[-5.367]
[0.026],[1.73],[0.001 0.001 0.001 0.001 0.001 0.001],[-5.9553]
[0.028],[1.7292],[0.001 0.001 0.001 0.001 0.001 0.001],[-6.3149]
[0.03],[1.7287],[0.001 0.001 0.001 0.001 0.001 0.001],[-6.4588]
[0.032],[1.7286],[0.001 0.001 0.001 0.001 0.001 0.001],[-6.4034]
[0.034],[1.7287],[0.001 0.001 0.001 0.001 0.001 0.001],[-6.1685]
[0.036],[1.7292],[0.001 0.001 0.001 0.001 0.001 0.001],[-5.7764]
[0.038],[1.7299],[0.001 0.001 0.001 0.001 0.001 0.001],[-5.251]
[0.04],[1.7309],[0.001 0.001 0.001 0.001 0.001 0.001],[-4.6174]
[0.042],[1.732],[0.001 0.001 0.001 0.001 0.001 0.001],[-3.8967]
[0.044],[1.7334],[0.001 0.001 0.001 0.001 0.001 0.001],[-3.1165]
[0.046],[1.7349],[0.001 0.001 0.001 0.001 0.001 0.001],[-2.3037]
[0.048],[1.7365],[0.001 0.001 0.001 0.001 0.001 0.001],[-1.4836]
[0.05],[1.7381],[0.001 0.001 0.001 0.001 0.001 0.001],[-0.6777]
[0.052],[1.7398],[0.001 0.001 0.001 0.001 0.001 0.001],[0.0947]
[0.054],[1.7414],[0.001 0.001 0.001 0.001 0.001 0.001],[0.8163]
[0.056],[1.743],[0.001 0.001 0.001 0.001 0.001 0.001],[1.4728]
[0.058],[1.7445],[0.001 0.001 0.001 0.001 0.001 0.001],[2.0525]
[0.06],[1.7458],[0.001 0.001 0.001 0.001 0.001 0.001],[2.5465]
[0.062],[1.747],[0.001  0.001  0.001  0.0017 0.0017 0.0012],[3.4488]
[0.064],[1.7481],[0.001  0.001  0.001  0.0021 0.0021 0.0014],[3.678]
[0.066],[1.7489],[0.001  0.001  0.001  0.0024 0.0024 0.0015],[3.81]
[0.068],[1.7495],[0.001  0.001  0.001  0.0026 0.0026 0.0015],[3.8479]
[0.07],[1.75],[0.001  0.001  0.001  0.0027 0.0027 0.0016],[3.7971]
[0.072],[1.7502],[0.001  0.001  0.001  0.0027 0.0027 0.0016],[3.665]
